HIED_2011_data_flag,HIED_2012_data_flag,HIED_2013_data_flag,MADIP_ID_04,hied_2011_attendance_type,hied_2011_completion_field,hied_2011_completion_flag,hied_2011_field,hied_2011_level,hied_2012_attendance_type,hied_2012_completion_field,hied_2012_completion_flag,hied_2012_field,hied_2012_level,hied_2013_attendance_type,hied_2013_completion_field,hied_2013_completion_flag,hied_2013_field,hied_2013_level,hied_cob_2dig,hied_cob_ind,hied_disability_ind,hied_indigenous_ind,hied_language_ind,hied_2011_completion_course_type,hied_2012_completion_course_type,hied_2013_completion_course_type,hied_yr_arrival,gender
1,1,1,C1600004557,1,39900,1,39900,@@,1,100799,1,100799,@@,2,@@,0,50999,10,11,2,2,2,3,@@,@@,10,@@@@,M
0,1,0,C1600004566,1,90701,1,90701,@@,2,@@,0,80300,60,0,60301,1,60301,@@,11,1,3,2,1,@@,60,@@,@@@@,F
1,1,0,C1600004592,1,@@,0,0,@@,2,@@,0,90900,@@,2,89999,1,89999,@@,11,&,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600004608,1,80399,1,80399,10,1,0,1,0,@@,1,@@,0,90701,10,11,2,2,2,1,10,@@,10,@@@@,F
0,0,0,C1600004617,1,80399,1,80399,10,1,@@,0,80399,@@,1,@@,0,10000,@@,91,1,3,2,1,10,@@,@@,1999,M
0,1,1,C1600004618,1,120199,1,120199,@@,1,@@,0,90000,10,1,@@,0,70105,@@,11,1,2,2,1,@@,10,@@,@@@@,M
0,0,0,C1600004626,2,@@,0,80000,@@,2,@@,0,61501,10,1,@@,0,80000,@@,33,1,3,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600004631,2,90000,1,90000,10,2,70103,1,70103,10,1,@@,0,90701,@@,11,2,2,2,1,10,10,@@,@@@@,M
0,0,0,C1600004644,1,80100,1,80100,@@,1,@@,0,10907,@@,1,80101,1,80101,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600004650,1,40199,1,40199,10,1,60301,1,60301,@@,1,10705,1,10705,4,11,2,2,2,1,10,@@,4,1983,M
1,0,1,C1600004667,2,69999,1,69999,10,1,@@,0,100501,7,2,@@,0,29999,10,11,1,3,2,1,10,7,10,&&&&,F
0,1,0,C1600004685,0,80399,1,80399,3,1,@@,0,90701,@@,0,@@,0,20100,@@,32,1,2,2,1,3,@@,@@,@@@@,F
1,0,1,C1600004699,1,29999,1,29999,10,1,@@,0,20399,@@,1,@@,0,80505,@@,11,1,2,2,3,10,@@,@@,@@@@,M
0,1,1,C1600004714,2,@@,0,10000,10,1,60301,1,60301,60,1,90000,1,90000,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600004729,1,@@,0,30000,@@,1,90101,1,90101,10,1,60301,1,60301,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600004731,2,61903,1,61903,@@,2,10901,1,10901,10,1,@@,0,91100,@@,71,1,2,2,1,@@,10,@@,@@@@,F
0,1,1,C1600004735,2,@@,0,60300,10,2,@@,0,70103,60,1,100505,1,100505,10,&&,2,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600004738,1,@@,0,50199,@@,2,90701,1,90701,10,1,61705,1,61705,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600004743,1,@@,0,30000,@@,1,91521,1,91521,@@,2,@@,0,80399,@@,11,1,1,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600004749,1,50901,1,50901,@@,1,80301,1,80301,@@,1,100101,1,100101,10,11,1,2,2,1,@@,@@,10,@@@@,M
1,0,0,C1600004751,1,@@,0,90300,10,1,@@,0,91521,10,1,61303,1,61303,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600004754,0,@@,0,109999,10,1,@@,0,20100,@@,2,61903,1,61903,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600004759,1,90701,1,90701,@@,1,70100,1,70100,10,1,@@,0,70199,10,11,1,2,2,1,@@,10,10,1996,F
0,1,1,C1600004767,1,89999,1,89999,10,2,@@,0,20100,4,2,61707,1,61707,6,41,1,2,2,3,10,4,6,@@@@,M
0,0,0,C1600004772,1,100500,1,100500,4,1,@@,0,70105,@@,1,@@,0,90900,@@,11,1,2,2,1,4,@@,@@,@@@@,F
0,1,1,C1600004797,1,90300,1,90300,@@,2,@@,0,70103,@@,2,31101,1,31101,@@,11,2,2,2,1,@@,@@,@@,2011,F
1,0,1,C1600004813,2,10000,1,10000,10,1,@@,0,100700,@@,1,@@,0,70100,@@,11,2,2,2,3,10,@@,@@,@@@@,F
1,0,1,C1600004886,1,30399,1,30399,@@,2,@@,0,61707,@@,2,@@,0,70100,10,11,1,3,2,1,@@,@@,10,@@@@,M
0,1,0,C1600004907,2,100703,1,100703,@@,1,@@,0,80101,30,1,90300,1,90300,@@,52,&,2,2,1,@@,30,@@,@@@@,F
0,0,0,C1600004908,1,10901,1,10901,10,1,69903,1,69903,@@,2,@@,0,70100,@@,11,1,1,2,1,10,@@,@@,@@@@,M
0,1,1,C1600005008,2,19901,1,19901,@@,2,30900,1,30900,10,1,70101,1,70101,@@,11,1,3,2,1,@@,10,@@,@@@@,M
1,1,0,C1600005013,1,80303,1,80303,@@,2,@@,0,100799,@@,1,70105,1,70105,10,11,1,3,2,1,@@,@@,10,@@@@,F
0,0,0,C1600005020,1,@@,0,89903,9,1,@@,0,0,@@,1,@@,0,100705,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600005022,1,69999,1,69999,@@,1,80301,1,80301,@@,1,80311,1,80311,10,11,1,3,2,1,@@,@@,10,@@@@,F
1,0,1,C1600005033,2,70103,1,70103,10,2,@@,0,61501,@@,1,20115,1,20115,@@,61,1,2,2,1,10,@@,@@,@@@@,F
1,1,0,C1600005053,2,@@,0,70199,@@,1,@@,0,60701,10,1,80300,1,80300,@@,21,2,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600005055,1,70109,1,70109,@@,2,30000,1,30000,@@,1,20300,1,20300,4,11,1,1,2,1,@@,@@,4,2007,F
0,1,1,C1600005064,2,69999,1,69999,@@,2,10901,1,10901,60,2,60300,1,60300,60,11,1,2,2,3,@@,60,60,@@@@,M
0,0,0,C1600005094,1,@@,0,80399,@@,1,@@,0,99999,4,1,@@,0,61501,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600005113,1,@@,0,0,10,1,61101,1,61101,@@,1,@@,0,10103,@@,11,1,3,2,1,@@,@@,@@,2006,F
0,0,1,C1600005132,1,19901,1,19901,10,1,@@,0,40300,@@,1,69905,1,69905,@@,11,2,2,2,1,10,@@,@@,2004,F
1,0,1,C1600005148,2,@@,0,90513,10,1,@@,0,60301,10,1,100703,1,100703,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
1,1,1,C1600005153,1,100700,1,100700,10,1,@@,0,61101,10,2,61700,1,61700,@@,11,1,2,2,3,10,10,@@,@@@@,M
0,1,1,C1600005154,1,@@,0,99999,@@,1,@@,0,30000,@@,1,@@,0,19901,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600005165,2,@@,0,70103,@@,1,70105,1,70105,@@,1,70103,1,70103,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600005181,1,0,1,0,@@,2,70101,1,70101,@@,0,91703,1,91703,60,11,1,3,2,1,@@,@@,60,@@@@,F
0,1,0,C1600005182,1,@@,0,90399,@@,2,10703,1,10703,60,1,@@,0,90900,10,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600005191,1,70103,1,70103,@@,1,30000,1,30000,10,1,120199,1,120199,10,11,2,3,2,1,@@,10,10,@@@@,F
0,0,1,C1600005202,1,80300,1,80300,@@,1,@@,0,0,@@,1,90999,1,90999,@@,11,1,2,2,3,@@,@@,@@,@@@@,M
0,1,0,C1600005220,1,@@,0,70300,@@,2,@@,0,90701,6,2,@@,0,90900,10,11,1,3,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600005224,1,90913,1,90913,@@,2,90701,1,90701,@@,2,@@,0,90900,9,51,1,2,2,3,@@,@@,9,@@@@,F
0,0,0,C1600005246,2,91703,1,91703,10,1,70103,1,70103,10,1,61101,1,61101,@@,11,1,2,2,1,10,10,@@,@@@@,F
0,0,1,C1600005247,1,@@,0,90300,@@,1,60301,1,60301,@@,1,@@,0,60101,@@,11,2,2,2,1,@@,@@,@@,1997,F
0,0,1,C1600005253,1,80313,1,80313,10,2,60300,1,60300,@@,1,@@,0,20100,@@,11,1,2,2,1,10,@@,@@,@@@@,F
0,0,1,C1600005261,1,80000,1,80000,@@,2,19900,1,19900,@@,1,90309,1,90309,@@,11,1,2,2,1,@@,@@,@@,2001,F
0,1,1,C1600005264,1,70101,1,70101,@@,1,@@,0,80399,@@,2,70199,1,70199,@@,11,&,2,2,3,@@,@@,@@,@@@@,F
1,1,1,C1600005270,1,80300,1,80300,10,1,@@,0,39901,13,1,@@,0,91100,@@,&&,1,2,2,1,10,13,@@,@@@@,M
0,0,1,C1600005273,0,@@,0,80101,@@,2,40103,1,40103,10,1,10000,1,10000,@@,62,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600005282,1,@@,0,80000,@@,1,40300,1,40300,@@,1,@@,0,80500,10,11,1,3,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600005289,1,100101,1,100101,@@,2,@@,0,61707,@@,2,@@,0,90701,6,11,1,1,2,1,@@,@@,6,@@@@,F
1,1,1,C1600005300,1,@@,0,70105,@@,1,60300,1,60300,4,1,80101,1,80101,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,0,C1600005308,0,30000,1,30000,@@,2,80311,1,80311,21,1,90599,1,90599,@@,11,1,2,2,1,@@,21,@@,@@@@,M
1,1,0,C1600005325,1,31300,1,31300,@@,1,69903,1,69903,@@,2,30900,1,30900,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600005353,1,30701,1,30701,@@,1,61707,1,61707,10,1,@@,0,80300,10,71,2,2,2,1,@@,10,10,@@@@,M
0,0,0,C1600005358,2,@@,0,80300,@@,1,91105,1,91105,@@,2,60301,1,60301,@@,11,1,3,2,3,@@,@@,@@,2012,F
0,1,1,C1600005417,1,@@,0,31301,@@,1,@@,0,90700,@@,1,@@,0,70101,@@,11,1,2,2,3,@@,@@,@@,@@@@,M
0,0,0,C1600005444,1,@@,0,90900,@@,2,79900,1,79900,@@,1,@@,0,60301,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
1,0,0,C1600005457,2,90000,1,90000,@@,1,@@,0,61300,@@,2,@@,0,80301,10,11,2,2,2,3,@@,@@,10,@@@@,F
0,1,1,C1600005487,2,69905,1,69905,@@,2,90900,1,90900,10,2,80000,1,80000,10,11,1,2,2,1,@@,10,10,@@@@,M
1,1,1,C1600005489,2,31300,1,31300,@@,1,80301,1,80301,@@,1,10000,1,10000,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600005494,2,90000,1,90000,10,1,60301,1,60301,@@,1,60301,1,60301,10,11,1,2,2,1,10,@@,10,@@@@,F
0,0,0,C1600005503,1,@@,0,80300,10,2,90700,1,90700,10,1,@@,0,90399,6,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600005514,1,@@,0,39900,@@,1,100000,1,100000,@@,1,90701,1,90701,10,11,1,3,2,1,@@,@@,@@,1985,M
0,0,0,C1600005568,1,@@,0,90999,10,2,90515,1,90515,@@,2,@@,0,70101,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600005569,2,10000,1,10000,10,1,60101,1,60101,@@,1,@@,0,30701,10,11,1,2,2,1,10,@@,10,@@@@,F
0,0,1,C1600005600,1,80311,1,80311,@@,2,80000,1,80000,10,1,60301,1,60301,@@,11,1,2,2,1,@@,10,@@,@@@@,M
1,0,0,C1600005605,2,90000,1,90000,@@,1,90913,1,90913,@@,1,100101,1,100101,4,11,1,3,2,1,@@,@@,4,2004,M
1,0,0,C1600005623,1,@@,0,100101,10,1,20000,1,20000,@@,1,@@,0,60119,10,11,2,2,2,3,@@,@@,@@,@@@@,F
1,0,1,C1600005631,1,@@,0,70199,10,1,40303,1,40303,@@,0,@@,0,70103,10,11,2,2,2,3,@@,@@,@@,@@@@,M
1,1,0,C1600005649,1,70101,1,70101,@@,1,61705,1,61705,10,1,80399,1,80399,@@,11,2,2,2,1,@@,10,@@,@@@@,M
1,0,1,C1600005657,2,@@,0,60101,@@,1,@@,0,70100,11,2,10900,1,10900,@@,71,2,1,2,3,@@,@@,@@,@@@@,M
0,1,1,C1600005665,2,10000,1,10000,60,2,90000,1,90000,@@,1,30107,1,30107,10,11,1,2,2,1,60,@@,10,@@@@,M
1,1,0,C1600005675,2,19901,1,19901,6,2,@@,0,69901,@@,1,100101,1,100101,@@,11,1,2,2,1,6,@@,@@,@@@@,F
0,1,1,C1600005686,2,90300,1,90300,@@,1,@@,0,91199,@@,2,@@,0,90000,@@,52,1,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600005720,1,60301,1,60301,10,1,19901,1,19901,10,1,@@,0,90000,10,42,2,3,2,1,10,10,10,@@@@,F
0,0,0,C1600005731,1,@@,0,80000,10,1,@@,0,90000,@@,1,100301,1,100301,60,11,1,3,2,1,@@,@@,@@,2007,M
0,1,1,C1600005738,1,@@,0,10101,@@,1,100700,1,100700,@@,1,@@,0,99999,30,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600005784,1,30399,1,30399,@@,1,20100,1,20100,10,2,@@,0,90000,10,83,1,2,2,1,@@,10,10,@@@@,F
1,0,1,C1600005796,1,89999,1,89999,@@,1,60300,1,60300,10,1,69903,1,69903,@@,11,1,2,2,3,@@,10,@@,@@@@,M
1,1,1,C1600005810,1,39900,1,39900,8,2,30000,1,30000,@@,1,@@,0,100301,10,11,2,2,2,1,8,@@,10,@@@@,M
0,1,1,C1600005823,1,100101,1,100101,@@,0,@@,0,69903,@@,1,@@,0,70101,60,11,1,2,2,1,@@,@@,60,@@@@,F
1,1,0,C1600005836,1,10000,1,10000,11,2,@@,0,29999,@@,1,@@,0,70105,@@,11,1,3,1,3,11,@@,@@,@@@@,M
0,1,0,C1600005851,1,@@,0,90300,@@,1,60300,1,60300,10,1,90101,1,90101,30,61,1,3,2,3,@@,@@,@@,2001,F
1,0,1,C1600005856,1,@@,0,90000,@@,1,90701,1,90701,6,1,20111,1,20111,11,11,1,2,2,3,@@,@@,@@,@@@@,M
1,0,0,C1600005885,2,@@,0,80399,@@,1,69900,1,69900,@@,0,@@,0,91703,10,11,2,3,2,3,@@,@@,@@,@@@@,M
0,0,0,C1600005891,1,70105,1,70105,10,1,@@,0,61300,@@,1,60000,1,60000,9,11,1,2,3,1,10,@@,9,@@@@,F
1,1,0,C1600005940,1,20113,1,20113,@@,1,91900,1,91900,@@,1,20399,1,20399,21,81,2,2,2,1,@@,@@,21,2009,M
1,0,1,C1600005953,1,@@,0,10913,@@,1,19901,1,19901,@@,1,80399,1,80399,@@,92,1,2,2,2,@@,@@,@@,1984,M
1,1,1,C1600005955,1,@@,0,90513,10,2,@@,0,50101,@@,2,@@,0,19901,10,11,2,1,2,3,@@,@@,@@,@@@@,F
0,1,1,C1600005978,1,@@,0,61300,10,0,19999,1,19999,4,1,31501,1,31501,@@,11,1,3,2,2,@@,@@,@@,2006,F
1,0,1,C1600006005,2,70100,1,70100,@@,1,@@,0,40300,@@,2,@@,0,40300,@@,15,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600006049,1,@@,0,29900,@@,1,0,1,0,@@,1,60300,1,60300,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600006062,1,10900,1,10900,@@,1,91501,1,91501,@@,2,31501,1,31501,@@,11,1,2,2,3,@@,@@,@@,1993,F
0,1,1,C1600006117,1,@@,0,100301,@@,1,@@,0,0,10,1,90300,1,90300,@@,11,1,1,1,1,@@,@@,@@,1989,M
0,0,1,C1600006132,1,80000,1,80000,@@,1,@@,0,80300,10,2,@@,0,20300,10,11,1,2,2,1,@@,10,10,@@@@,F
0,0,0,C1600006142,2,50500,1,50500,@@,1,@@,0,50000,10,1,@@,0,10900,10,11,1,2,2,3,@@,10,10,2011,M
0,0,0,C1600006152,1,109999,1,109999,@@,1,@@,0,100500,@@,1,80300,1,80300,10,11,1,2,2,3,@@,@@,10,1960,M
1,0,0,C1600006159,1,90701,1,90701,@@,2,@@,0,90000,10,1,50900,1,50900,10,82,1,2,2,1,@@,10,10,@@@@,F
0,0,1,C1600006179,2,90300,1,90300,@@,2,60301,1,60301,@@,1,90501,1,90501,10,11,1,3,2,1,@@,@@,10,@@@@,M
1,1,0,C1600006206,1,70103,1,70103,@@,2,90701,1,90701,@@,1,@@,0,100505,10,61,1,2,2,1,@@,@@,10,1998,F
1,0,0,C1600006208,1,@@,0,90701,@@,1,61300,1,61300,@@,1,0,1,0,10,21,1,3,2,3,@@,@@,@@,@@@@,M
0,0,1,C1600006226,1,90300,1,90300,10,1,@@,0,80300,@@,2,@@,0,30000,@@,11,1,2,2,1,10,@@,@@,@@@@,F
1,0,1,C1600006229,2,80301,1,80301,@@,1,@@,0,0,10,1,19901,1,19901,@@,11,1,2,2,1,@@,10,@@,@@@@,F
0,0,0,C1600006257,2,70103,1,70103,@@,2,60301,1,60301,30,2,@@,0,100301,@@,11,1,1,2,1,@@,30,@@,@@@@,M
0,1,1,C1600006276,1,60300,1,60300,@@,1,@@,0,80301,10,1,60100,1,60100,@@,11,1,2,1,1,@@,10,@@,@@@@,F
1,1,1,C1600006281,2,100101,1,100101,@@,1,@@,0,80399,@@,1,@@,0,70105,10,11,1,3,2,1,@@,@@,10,@@@@,F
0,0,1,C1600006283,0,@@,0,0,10,2,30701,1,30701,10,1,70103,1,70103,@@,11,1,3,2,3,@@,@@,@@,1999,F
1,1,1,C1600006293,1,30000,1,30000,10,2,@@,0,30000,@@,1,@@,0,80300,@@,11,2,2,2,1,10,@@,@@,@@@@,M
1,1,0,C1600006328,1,@@,0,100399,10,1,90501,1,90501,60,1,129999,1,129999,@@,51,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600006335,1,30000,1,30000,@@,2,91501,1,91501,@@,1,@@,0,80301,10,41,1,2,2,1,@@,@@,10,@@@@,M
1,1,1,C1600006361,1,90399,1,90399,8,1,61707,1,61707,@@,1,@@,0,90701,@@,21,1,2,2,1,8,@@,@@,2006,M
0,0,0,C1600006364,1,10000,1,10000,10,1,@@,0,80599,@@,1,31501,1,31501,60,11,1,2,2,1,10,@@,60,@@@@,M
1,1,1,C1600006367,2,90501,1,90501,@@,1,@@,0,100799,@@,1,80100,1,80100,10,11,2,2,2,1,@@,@@,10,@@@@,M
1,1,1,C1600006399,2,@@,0,20115,@@,2,@@,0,70100,@@,1,@@,0,90300,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600006444,1,29999,1,29999,@@,1,@@,0,60301,@@,1,61101,1,61101,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600006451,1,100705,1,100705,@@,2,@@,0,80300,10,1,@@,0,60101,@@,11,1,2,2,1,@@,10,@@,@@@@,F
1,1,0,C1600006491,2,60300,1,60300,@@,1,@@,0,61705,10,1,@@,0,20300,@@,11,1,2,2,3,@@,10,@@,@@@@,F
0,1,1,C1600006496,2,@@,0,60101,@@,2,90999,1,90999,@@,2,0,1,0,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600006526,1,60300,1,60300,10,2,90700,1,90700,@@,2,70105,1,70105,@@,11,1,2,2,1,10,@@,@@,@@@@,F
1,0,0,C1600006534,1,60303,1,60303,@@,1,40101,1,40101,@@,2,91703,1,91703,10,11,1,2,2,1,@@,@@,10,@@@@,F
0,1,0,C1600006550,2,90999,1,90999,7,1,80300,1,80300,60,1,@@,0,61707,@@,11,1,2,2,1,7,60,@@,1996,F
0,1,0,C1600006624,1,@@,0,80505,@@,1,@@,0,40107,@@,1,90300,1,90300,@@,11,2,2,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600006642,2,70103,1,70103,10,1,@@,0,29901,10,1,90000,1,90000,@@,11,2,2,2,1,10,10,@@,@@@@,F
0,1,0,C1600006661,1,80505,1,80505,@@,1,@@,0,90000,10,1,@@,0,100501,@@,11,2,1,2,1,@@,10,@@,@@@@,F
0,1,1,C1600006664,1,80300,1,80300,@@,1,29999,1,29999,@@,1,70101,1,70101,61,11,1,2,2,1,@@,@@,61,@@@@,F
0,1,1,C1600006689,1,@@,0,70105,10,1,61711,1,61711,10,2,90701,1,90701,10,&&,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600006690,0,70100,1,70100,4,1,@@,0,90399,10,2,40100,1,40100,10,11,1,3,2,1,4,10,10,@@@@,F
1,1,1,C1600006712,2,70101,1,70101,@@,1,@@,0,60300,6,2,@@,0,90900,@@,61,2,3,2,1,@@,6,@@,@@@@,M
0,1,1,C1600006713,2,@@,0,40105,11,1,@@,0,70103,@@,1,@@,0,90101,50,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600006720,2,70105,1,70105,10,2,90900,1,90900,@@,2,69999,1,69999,@@,11,1,2,2,1,10,@@,@@,@@@@,F
0,1,1,C1600006726,1,0,1,0,@@,2,50900,1,50900,@@,2,80303,1,80303,10,11,1,2,1,1,@@,@@,10,@@@@,M
1,1,0,C1600006744,1,90300,1,90300,@@,1,@@,0,80399,10,1,100799,1,100799,10,11,2,3,2,1,@@,10,10,@@@@,M
0,1,0,C1600006754,2,81101,1,81101,@@,1,@@,0,0,@@,1,@@,0,40103,10,11,1,3,2,1,@@,@@,10,@@@@,M
0,0,0,C1600006757,2,100103,1,100103,10,2,@@,0,61399,@@,1,@@,0,90300,@@,11,1,2,2,1,10,@@,@@,@@@@,F
1,1,0,C1600006760,2,90501,1,90501,@@,1,70199,1,70199,@@,0,60300,1,60300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600006780,2,60300,1,60300,6,0,@@,0,60300,@@,1,@@,0,90000,@@,11,1,2,2,1,6,@@,@@,@@@@,M
1,0,1,C1600006790,2,0,1,0,10,1,@@,0,90701,@@,2,@@,0,90701,10,11,2,2,2,1,10,@@,10,@@@@,M
1,0,1,C1600006831,1,70100,1,70100,10,1,@@,0,10000,10,2,90300,1,90300,@@,11,1,3,2,1,10,10,@@,@@@@,F
0,1,1,C1600006859,1,@@,0,99999,@@,2,70103,1,70103,10,1,@@,0,0,60,92,1,2,2,3,@@,@@,@@,@@@@,M
1,0,1,C1600006860,1,61799,1,61799,@@,2,@@,0,79999,@@,1,@@,0,90900,@@,11,1,1,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600006864,0,61707,1,61707,10,1,50101,1,50101,4,2,39999,1,39999,@@,11,1,2,2,1,10,4,@@,@@@@,F
1,1,1,C1600006907,1,@@,0,70105,@@,1,10000,1,10000,10,1,@@,0,60300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600006918,1,@@,0,100700,@@,1,0,1,0,@@,2,@@,0,20300,@@,11,2,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600006970,1,@@,0,50105,10,1,@@,0,120199,@@,1,@@,0,20300,11,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600006982,2,@@,0,90501,@@,1,@@,0,100301,10,2,90300,1,90300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600007034,1,100799,1,100799,@@,1,@@,0,40303,6,1,20111,1,20111,10,11,1,2,2,1,@@,6,10,@@@@,F
0,0,1,C1600007053,1,@@,0,99999,@@,1,80505,1,80505,10,1,60300,1,60300,@@,11,2,2,2,3,@@,@@,@@,@@@@,F
0,0,0,C1600007055,2,@@,0,0,@@,2,40300,1,40300,@@,2,80101,1,80101,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600007057,1,19903,1,19903,10,2,@@,0,100500,@@,1,100501,1,100501,@@,32,1,2,2,3,10,@@,@@,2007,M
0,1,1,C1600007059,1,99905,1,99905,60,1,@@,0,90300,@@,1,80000,1,80000,10,11,1,3,2,1,60,@@,10,@@@@,F
1,0,0,C1600007061,2,91703,1,91703,@@,1,91105,1,91105,@@,1,29901,1,29901,@@,11,2,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600007090,2,@@,0,60300,@@,1,20113,1,20113,@@,2,@@,0,30000,4,11,1,3,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600007104,2,@@,0,60101,6,2,100500,1,100500,@@,1,@@,0,80301,@@,11,2,2,2,3,@@,@@,@@,2007,F
1,0,0,C1600007107,1,90399,1,90399,@@,2,80000,1,80000,10,1,@@,0,100301,10,11,1,2,2,1,@@,10,10,@@@@,F
0,0,1,C1600007108,1,100301,1,100301,@@,1,@@,0,20113,10,1,@@,0,60301,11,11,1,1,2,1,@@,10,11,@@@@,F
0,0,1,C1600007139,1,30000,1,30000,@@,1,@@,0,70199,@@,2,@@,0,39999,10,11,1,2,2,1,@@,@@,10,@@@@,M
1,0,1,C1600007147,1,@@,0,60199,@@,1,@@,0,30399,3,1,80301,1,80301,@@,11,1,3,2,3,@@,@@,@@,2005,F
0,1,0,C1600007181,2,@@,0,90000,10,1,61501,1,61501,10,1,40399,1,40399,30,11,1,2,2,3,@@,@@,@@,@@@@,M
1,1,1,C1600007185,1,80300,1,80300,21,0,@@,0,60301,10,2,@@,0,90999,@@,11,1,2,2,1,21,10,@@,@@@@,M
0,0,0,C1600007186,2,120199,1,120199,@@,1,@@,0,90399,10,2,50999,1,50999,10,98,2,2,2,3,@@,10,10,@@@@,F
0,1,0,C1600007189,2,61101,1,61101,@@,1,@@,0,30000,@@,0,@@,0,90300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600007198,2,99903,1,99903,10,1,120105,1,120105,4,1,10915,1,10915,@@,11,1,2,2,1,10,4,@@,2014,M
0,0,0,C1600007216,2,@@,0,90311,@@,1,@@,0,29999,@@,2,70101,1,70101,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600007238,1,@@,0,80300,10,1,@@,0,39999,@@,1,70100,1,70100,10,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600007239,2,@@,0,80300,10,2,@@,0,70100,10,2,40303,1,40303,10,11,1,1,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600007251,1,@@,0,80303,4,1,@@,0,60000,60,1,@@,0,90999,@@,11,2,3,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600007262,1,80000,1,80000,@@,1,@@,0,61300,10,2,@@,0,91500,10,11,1,3,2,3,@@,10,10,@@@@,M
1,1,0,C1600007275,1,0,1,0,4,2,80300,1,80300,@@,1,10000,1,10000,10,11,1,3,2,3,4,@@,10,2000,M
1,0,1,C1600007293,2,@@,0,19907,@@,2,80399,1,80399,@@,0,80300,1,80300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600007305,1,90399,1,90399,10,1,61399,1,61399,2,1,90900,1,90900,10,11,1,2,2,1,10,2,10,@@@@,M
1,0,0,C1600007307,2,90000,1,90000,10,1,30399,1,30399,10,1,40100,1,40100,10,11,1,1,2,1,10,10,10,@@@@,F
0,0,0,C1600007314,2,@@,0,90000,@@,1,30701,1,30701,@@,0,70100,1,70100,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600007317,1,0,1,0,@@,1,@@,0,80301,@@,1,@@,0,69903,@@,12,1,2,2,1,@@,@@,@@,@@@@,F
